SITC1,SITC2,Region Group,Region,Flow Type,Year,Quarter,Value (£ 000's)
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,North West,Exports (000's),2023,Q1,11005
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,North West,Exports (000's),2023,Q2,12612
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,North West,Exports (000's),2023,Q3,14004
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,North West,Exports (000's),2023,Q4,12670
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,Yorkshire and The Humber,Exports (000's),2023,Q1,9560
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,Yorkshire and The Humber,Exports (000's),2023,Q2,11585
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,Yorkshire and The Humber,Exports (000's),2023,Q3,14608
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,Yorkshire and The Humber,Exports (000's),2023,Q4,10598
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,East Midlands,Exports (000's),2023,Q1,8538
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,East Midlands,Exports (000's),2023,Q2,9008
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,East Midlands,Exports (000's),2023,Q3,10220
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,East Midlands,Exports (000's),2023,Q4,10239
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,West Midlands,Exports (000's),2023,Q1,6254
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,West Midlands,Exports (000's),2023,Q2,6479
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,West Midlands,Exports (000's),2023,Q3,5276
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,West Midlands,Exports (000's),2023,Q4,5295
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,East,Exports (000's),2023,Q1,5241
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,East,Exports (000's),2023,Q2,5475
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,East,Exports (000's),2023,Q3,6765
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,East,Exports (000's),2023,Q4,6451
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,London,Exports (000's),2023,Q1,19076
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,London,Exports (000's),2023,Q2,24351
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,London,Exports (000's),2023,Q3,27756
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,London,Exports (000's),2023,Q4,33414
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,South East,Exports (000's),2023,Q1,7030
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,South East,Exports (000's),2023,Q2,7923
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,South East,Exports (000's),2023,Q3,8647
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,South East,Exports (000's),2023,Q4,9385
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,South West,Exports (000's),2023,Q1,3964
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,South West,Exports (000's),2023,Q2,3987
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,South West,Exports (000's),2023,Q3,4389
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,South West,Exports (000's),2023,Q4,4006
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",Wales,Wales,Exports (000's),2023,Q1,2707
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",Wales,Wales,Exports (000's),2023,Q2,3057
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",Wales,Wales,Exports (000's),2023,Q3,2619
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",Wales,Wales,Exports (000's),2023,Q4,2653
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",Scotland,Scotland,Exports (000's),2023,Q1,5195
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",Scotland,Scotland,Exports (000's),2023,Q2,4692
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",Scotland,Scotland,Exports (000's),2023,Q3,5115
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",Scotland,Scotland,Exports (000's),2023,Q4,3227
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,North East,Exports (000's),2023,Q1,15515
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,North East,Exports (000's),2023,Q2,13781
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,North East,Exports (000's),2023,Q3,18242
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,North East,Exports (000's),2023,Q4,18591
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,North West,Exports (000's),2023,Q1,28002
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,North West,Exports (000's),2023,Q2,25825
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,North West,Exports (000's),2023,Q3,27436
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,North West,Exports (000's),2023,Q4,26801
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,Yorkshire and The Humber,Exports (000's),2023,Q1,44858
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,Yorkshire and The Humber,Exports (000's),2023,Q2,38606
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,Yorkshire and The Humber,Exports (000's),2023,Q3,54293
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,Yorkshire and The Humber,Exports (000's),2023,Q4,49793
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,East Midlands,Exports (000's),2023,Q1,23205
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,East Midlands,Exports (000's),2023,Q2,20229
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,East Midlands,Exports (000's),2023,Q3,29133
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,East Midlands,Exports (000's),2023,Q4,26504
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,West Midlands,Exports (000's),2023,Q1,52309
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,West Midlands,Exports (000's),2023,Q2,45206
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,West Midlands,Exports (000's),2023,Q3,59531
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,West Midlands,Exports (000's),2023,Q4,63879
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,East,Exports (000's),2023,Q1,39946
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,East,Exports (000's),2023,Q2,23937
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,East,Exports (000's),2023,Q3,33172
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,East,Exports (000's),2023,Q4,35888
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,London,Exports (000's),2023,Q1,27423
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,London,Exports (000's),2023,Q2,20954
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,London,Exports (000's),2023,Q3,26758
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,London,Exports (000's),2023,Q4,31109
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,South East,Exports (000's),2023,Q1,80865
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,South East,Exports (000's),2023,Q2,64351
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,South East,Exports (000's),2023,Q3,80668
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,South East,Exports (000's),2023,Q4,76883
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,South West,Exports (000's),2023,Q1,14861
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,South West,Exports (000's),2023,Q2,12545
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,South West,Exports (000's),2023,Q3,17745
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,South West,Exports (000's),2023,Q4,15865
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",Wales,Wales,Exports (000's),2023,Q1,5029
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",Wales,Wales,Exports (000's),2023,Q2,3846
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",Wales,Wales,Exports (000's),2023,Q3,5150
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",Wales,Wales,Exports (000's),2023,Q4,5293
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",Scotland,Scotland,Exports (000's),2023,Q1,3446
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",Scotland,Scotland,Exports (000's),2023,Q2,3625
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",Scotland,Scotland,Exports (000's),2023,Q3,4575
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",Scotland,Scotland,Exports (000's),2023,Q4,4634
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,North East,Exports (000's),2023,Q1,2302
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,North East,Exports (000's),2023,Q2,2020
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,North East,Exports (000's),2023,Q3,3408
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,North East,Exports (000's),2023,Q4,4202
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,North West,Exports (000's),2023,Q1,39886
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,North West,Exports (000's),2023,Q2,36326
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,North West,Exports (000's),2023,Q3,38757
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,North West,Exports (000's),2023,Q4,45620
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,Yorkshire and The Humber,Exports (000's),2023,Q1,19853
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,Yorkshire and The Humber,Exports (000's),2023,Q2,20884
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,Yorkshire and The Humber,Exports (000's),2023,Q3,28222
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,Yorkshire and The Humber,Exports (000's),2023,Q4,30368
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,East Midlands,Exports (000's),2023,Q1,32813
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,East Midlands,Exports (000's),2023,Q2,30559
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,East Midlands,Exports (000's),2023,Q3,32858
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,East Midlands,Exports (000's),2023,Q4,31416
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,West Midlands,Exports (000's),2023,Q1,5622
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,West Midlands,Exports (000's),2023,Q2,4471
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,West Midlands,Exports (000's),2023,Q3,5346
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,West Midlands,Exports (000's),2023,Q4,6652
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,East,Exports (000's),2023,Q1,21998
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,East,Exports (000's),2023,Q2,19758
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,East,Exports (000's),2023,Q3,20486
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,East,Exports (000's),2023,Q4,22688
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,London,Exports (000's),2023,Q1,1936
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,London,Exports (000's),2023,Q2,1937
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,London,Exports (000's),2023,Q3,2913
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,London,Exports (000's),2023,Q4,2807
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,South East,Exports (000's),2023,Q1,36420
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,South East,Exports (000's),2023,Q2,36989
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,South East,Exports (000's),2023,Q3,25298
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,South East,Exports (000's),2023,Q4,24874
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,South West,Exports (000's),2023,Q1,12041
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,South West,Exports (000's),2023,Q2,12693
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,South West,Exports (000's),2023,Q3,11753
