SITC1,SITC2,Region Group,Region,Flow Type,Year,Quarter,Value (£ 000's)
0 - Food & live animals,02 - Dairy products & birds' eggs,England,North West,Exports (000's),2018,Q1,51822
0 - Food & live animals,02 - Dairy products & birds' eggs,England,North West,Exports (000's),2018,Q2,64573
0 - Food & live animals,02 - Dairy products & birds' eggs,England,North West,Exports (000's),2018,Q3,54990
0 - Food & live animals,02 - Dairy products & birds' eggs,England,North West,Exports (000's),2018,Q4,66637
0 - Food & live animals,02 - Dairy products & birds' eggs,England,Yorkshire and The Humber,Exports (000's),2018,Q1,19348
0 - Food & live animals,02 - Dairy products & birds' eggs,England,Yorkshire and The Humber,Exports (000's),2018,Q2,26021
0 - Food & live animals,02 - Dairy products & birds' eggs,England,Yorkshire and The Humber,Exports (000's),2018,Q3,19669
0 - Food & live animals,02 - Dairy products & birds' eggs,England,Yorkshire and The Humber,Exports (000's),2018,Q4,17423
0 - Food & live animals,02 - Dairy products & birds' eggs,England,East Midlands,Exports (000's),2018,Q1,7191
0 - Food & live animals,02 - Dairy products & birds' eggs,England,East Midlands,Exports (000's),2018,Q2,8236
0 - Food & live animals,02 - Dairy products & birds' eggs,England,East Midlands,Exports (000's),2018,Q3,8425
0 - Food & live animals,02 - Dairy products & birds' eggs,England,East Midlands,Exports (000's),2018,Q4,9387
0 - Food & live animals,02 - Dairy products & birds' eggs,England,West Midlands,Exports (000's),2018,Q1,21376
0 - Food & live animals,02 - Dairy products & birds' eggs,England,West Midlands,Exports (000's),2018,Q2,20706
0 - Food & live animals,02 - Dairy products & birds' eggs,England,West Midlands,Exports (000's),2018,Q3,20151
0 - Food & live animals,02 - Dairy products & birds' eggs,England,West Midlands,Exports (000's),2018,Q4,22073
0 - Food & live animals,02 - Dairy products & birds' eggs,England,East,Exports (000's),2018,Q1,20477
0 - Food & live animals,02 - Dairy products & birds' eggs,England,East,Exports (000's),2018,Q2,23038
0 - Food & live animals,02 - Dairy products & birds' eggs,England,East,Exports (000's),2018,Q3,24410
0 - Food & live animals,02 - Dairy products & birds' eggs,England,East,Exports (000's),2018,Q4,28112
0 - Food & live animals,02 - Dairy products & birds' eggs,England,London,Exports (000's),2018,Q1,22108
0 - Food & live animals,02 - Dairy products & birds' eggs,England,London,Exports (000's),2018,Q2,21974
0 - Food & live animals,02 - Dairy products & birds' eggs,England,London,Exports (000's),2018,Q3,21581
0 - Food & live animals,02 - Dairy products & birds' eggs,England,London,Exports (000's),2018,Q4,22075
0 - Food & live animals,02 - Dairy products & birds' eggs,England,South East,Exports (000's),2018,Q1,27467
0 - Food & live animals,02 - Dairy products & birds' eggs,England,South East,Exports (000's),2018,Q2,24417
0 - Food & live animals,02 - Dairy products & birds' eggs,England,South East,Exports (000's),2018,Q3,22491
0 - Food & live animals,02 - Dairy products & birds' eggs,England,South East,Exports (000's),2018,Q4,22781
0 - Food & live animals,02 - Dairy products & birds' eggs,England,South West,Exports (000's),2018,Q1,36600
0 - Food & live animals,02 - Dairy products & birds' eggs,England,South West,Exports (000's),2018,Q2,36680
0 - Food & live animals,02 - Dairy products & birds' eggs,England,South West,Exports (000's),2018,Q3,37966
0 - Food & live animals,02 - Dairy products & birds' eggs,England,South West,Exports (000's),2018,Q4,41167
0 - Food & live animals,02 - Dairy products & birds' eggs,Wales,Wales,Exports (000's),2018,Q1,30663
0 - Food & live animals,02 - Dairy products & birds' eggs,Wales,Wales,Exports (000's),2018,Q2,27771
0 - Food & live animals,02 - Dairy products & birds' eggs,Wales,Wales,Exports (000's),2018,Q3,25132
0 - Food & live animals,02 - Dairy products & birds' eggs,Wales,Wales,Exports (000's),2018,Q4,26274
0 - Food & live animals,02 - Dairy products & birds' eggs,Scotland,Scotland,Exports (000's),2018,Q1,13315
0 - Food & live animals,02 - Dairy products & birds' eggs,Scotland,Scotland,Exports (000's),2018,Q2,13170
0 - Food & live animals,02 - Dairy products & birds' eggs,Scotland,Scotland,Exports (000's),2018,Q3,11497
0 - Food & live animals,02 - Dairy products & birds' eggs,Scotland,Scotland,Exports (000's),2018,Q4,9884
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,North East,Exports (000's),2018,Q1,4871
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,North East,Exports (000's),2018,Q2,4959
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,North East,Exports (000's),2018,Q3,5057
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,North East,Exports (000's),2018,Q4,5105
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,North West,Exports (000's),2018,Q1,23661
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,North West,Exports (000's),2018,Q2,25608
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,North West,Exports (000's),2018,Q3,29305
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,North West,Exports (000's),2018,Q4,33285
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,Yorkshire and The Humber,Exports (000's),2018,Q1,21051
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,Yorkshire and The Humber,Exports (000's),2018,Q2,24050
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,Yorkshire and The Humber,Exports (000's),2018,Q3,20967
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,Yorkshire and The Humber,Exports (000's),2018,Q4,25810
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,East Midlands,Exports (000's),2018,Q1,618
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,East Midlands,Exports (000's),2018,Q2,1451
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,East Midlands,Exports (000's),2018,Q3,5159
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,East Midlands,Exports (000's),2018,Q4,2163
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,West Midlands,Exports (000's),2018,Q1,2674
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,West Midlands,Exports (000's),2018,Q2,2783
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,West Midlands,Exports (000's),2018,Q3,2484
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,West Midlands,Exports (000's),2018,Q4,2699
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,East,Exports (000's),2018,Q1,10427
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,East,Exports (000's),2018,Q2,10120
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,East,Exports (000's),2018,Q3,16755
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,East,Exports (000's),2018,Q4,10629
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,London,Exports (000's),2018,Q1,10841
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,London,Exports (000's),2018,Q2,12240
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,London,Exports (000's),2018,Q3,12075
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,London,Exports (000's),2018,Q4,13739
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,South East,Exports (000's),2018,Q1,17622
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,South East,Exports (000's),2018,Q2,15364
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,South East,Exports (000's),2018,Q3,17287
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,South East,Exports (000's),2018,Q4,19829
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,South West,Exports (000's),2018,Q1,38841
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,South West,Exports (000's),2018,Q2,35241
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,South West,Exports (000's),2018,Q3,38228
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",England,South West,Exports (000's),2018,Q4,43940
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",Wales,Wales,Exports (000's),2018,Q1,6517
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",Wales,Wales,Exports (000's),2018,Q2,7299
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",Wales,Wales,Exports (000's),2018,Q3,9852
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",Wales,Wales,Exports (000's),2018,Q4,7468
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",Scotland,Scotland,Exports (000's),2018,Q1,205864
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",Scotland,Scotland,Exports (000's),2018,Q2,218675
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",Scotland,Scotland,Exports (000's),2018,Q3,222362
0 - Food & live animals,"03 - Fish,crustaceans,molluscs & aq.inverts & preps thereof",Scotland,Scotland,Exports (000's),2018,Q4,270718
0 - Food & live animals,04 - Cereals & cereal preparations,England,North East,Exports (000's),2018,Q1,8629
0 - Food & live animals,04 - Cereals & cereal preparations,England,North East,Exports (000's),2018,Q2,7107
0 - Food & live animals,04 - Cereals & cereal preparations,England,North East,Exports (000's),2018,Q3,8604
0 - Food & live animals,04 - Cereals & cereal preparations,England,North East,Exports (000's),2018,Q4,9221
0 - Food & live animals,04 - Cereals & cereal preparations,England,North West,Exports (000's),2018,Q1,99417
0 - Food & live animals,04 - Cereals & cereal preparations,England,North West,Exports (000's),2018,Q2,98730
0 - Food & live animals,04 - Cereals & cereal preparations,England,North West,Exports (000's),2018,Q3,101763
0 - Food & live animals,04 - Cereals & cereal preparations,England,North West,Exports (000's),2018,Q4,103025
0 - Food & live animals,04 - Cereals & cereal preparations,England,Yorkshire and The Humber,Exports (000's),2018,Q1,36958
0 - Food & live animals,04 - Cereals & cereal preparations,England,Yorkshire and The Humber,Exports (000's),2018,Q2,34278
0 - Food & live animals,04 - Cereals & cereal preparations,England,Yorkshire and The Humber,Exports (000's),2018,Q3,35852
0 - Food & live animals,04 - Cereals & cereal preparations,England,Yorkshire and The Humber,Exports (000's),2018,Q4,39232
0 - Food & live animals,04 - Cereals & cereal preparations,England,East Midlands,Exports (000's),2018,Q1,60731
0 - Food & live animals,04 - Cereals & cereal preparations,England,East Midlands,Exports (000's),2018,Q2,48251
0 - Food & live animals,04 - Cereals & cereal preparations,England,East Midlands,Exports (000's),2018,Q3,52644
0 - Food & live animals,04 - Cereals & cereal preparations,England,East Midlands,Exports (000's),2018,Q4,67516
0 - Food & live animals,04 - Cereals & cereal preparations,England,West Midlands,Exports (000's),2018,Q1,20019
0 - Food & live animals,04 - Cereals & cereal preparations,England,West Midlands,Exports (000's),2018,Q2,18255
0 - Food & live animals,04 - Cereals & cereal preparations,England,West Midlands,Exports (000's),2018,Q3,18860
0 - Food & live animals,04 - Cereals & cereal preparations,England,West Midlands,Exports (000's),2018,Q4,20609
0 - Food & live animals,04 - Cereals & cereal preparations,England,East,Exports (000's),2018,Q1,68882
0 - Food & live animals,04 - Cereals & cereal preparations,England,East,Exports (000's),2018,Q2,58525
0 - Food & live animals,04 - Cereals & cereal preparations,England,East,Exports (000's),2018,Q3,62603
0 - Food & live animals,04 - Cereals & cereal preparations,England,East,Exports (000's),2018,Q4,75307
0 - Food & live animals,04 - Cereals & cereal preparations,England,London,Exports (000's),2018,Q1,48824
0 - Food & live animals,04 - Cereals & cereal preparations,England,London,Exports (000's),2018,Q2,49925
0 - Food & live animals,04 - Cereals & cereal preparations,England,London,Exports (000's),2018,Q3,47034
0 - Food & live animals,04 - Cereals & cereal preparations,England,London,Exports (000's),2018,Q4,54436
0 - Food & live animals,04 - Cereals & cereal preparations,England,South East,Exports (000's),2018,Q1,54846
0 - Food & live animals,04 - Cereals & cereal preparations,England,South East,Exports (000's),2018,Q2,54745
0 - Food & live animals,04 - Cereals & cereal preparations,England,South East,Exports (000's),2018,Q3,53919
0 - Food & live animals,04 - Cereals & cereal preparations,England,South East,Exports (000's),2018,Q4,66647
0 - Food & live animals,04 - Cereals & cereal preparations,England,South West,Exports (000's),2018,Q1,13409
0 - Food & live animals,04 - Cereals & cereal preparations,England,South West,Exports (000's),2018,Q2,12743
0 - Food & live animals,04 - Cereals & cereal preparations,England,South West,Exports (000's),2018,Q3,13539
0 - Food & live animals,04 - Cereals & cereal preparations,England,South West,Exports (000's),2018,Q4,14310
0 - Food & live animals,04 - Cereals & cereal preparations,Wales,Wales,Exports (000's),2018,Q1,21389
0 - Food & live animals,04 - Cereals & cereal preparations,Wales,Wales,Exports (000's),2018,Q2,19485
0 - Food & live animals,04 - Cereals & cereal preparations,Wales,Wales,Exports (000's),2018,Q3,19833
0 - Food & live animals,04 - Cereals & cereal preparations,Wales,Wales,Exports (000's),2018,Q4,21418
0 - Food & live animals,04 - Cereals & cereal preparations,Scotland,Scotland,Exports (000's),2018,Q1,35355
0 - Food & live animals,04 - Cereals & cereal preparations,Scotland,Scotland,Exports (000's),2018,Q2,35760
0 - Food & live animals,04 - Cereals & cereal preparations,Scotland,Scotland,Exports (000's),2018,Q3,53016
0 - Food & live animals,04 - Cereals & cereal preparations,Scotland,Scotland,Exports (000's),2018,Q4,41755
0 - Food & live animals,05 - Vegetables & fruit,England,North East,Exports (000's),2018,Q1,3155
0 - Food & live animals,05 - Vegetables & fruit,England,North East,Exports (000's),2018,Q2,3526
0 - Food & live animals,05 - Vegetables & fruit,England,North East,Exports (000's),2018,Q3,2971
0 - Food & live animals,05 - Vegetables & fruit,England,North East,Exports (000's),2018,Q4,3750
0 - Food & live animals,05 - Vegetables & fruit,England,North West,Exports (000's),2018,Q1,17750
0 - Food & live animals,05 - Vegetables & fruit,England,North West,Exports (000's),2018,Q2,17828
0 - Food & live animals,05 - Vegetables & fruit,England,North West,Exports (000's),2018,Q3,17949
0 - Food & live animals,05 - Vegetables & fruit,England,North West,Exports (000's),2018,Q4,16920
0 - Food & live animals,05 - Vegetables & fruit,England,Yorkshire and The Humber,Exports (000's),2018,Q1,16889
0 - Food & live animals,05 - Vegetables & fruit,England,Yorkshire and The Humber,Exports (000's),2018,Q2,16356
0 - Food & live animals,05 - Vegetables & fruit,England,Yorkshire and The Humber,Exports (000's),2018,Q3,14366
0 - Food & live animals,05 - Vegetables & fruit,England,Yorkshire and The Humber,Exports (000's),2018,Q4,15674
0 - Food & live animals,05 - Vegetables & fruit,England,East Midlands,Exports (000's),2018,Q1,25145
0 - Food & live animals,05 - Vegetables & fruit,England,East Midlands,Exports (000's),2018,Q2,26675
0 - Food & live animals,05 - Vegetables & fruit,England,East Midlands,Exports (000's),2018,Q3,25239
0 - Food & live animals,05 - Vegetables & fruit,England,East Midlands,Exports (000's),2018,Q4,34621
0 - Food & live animals,05 - Vegetables & fruit,England,West Midlands,Exports (000's),2018,Q1,26493
0 - Food & live animals,05 - Vegetables & fruit,England,West Midlands,Exports (000's),2018,Q2,23876
0 - Food & live animals,05 - Vegetables & fruit,England,West Midlands,Exports (000's),2018,Q3,23498
0 - Food & live animals,05 - Vegetables & fruit,England,West Midlands,Exports (000's),2018,Q4,28074
0 - Food & live animals,05 - Vegetables & fruit,England,East,Exports (000's),2018,Q1,46792
0 - Food & live animals,05 - Vegetables & fruit,England,East,Exports (000's),2018,Q2,53963
0 - Food & live animals,05 - Vegetables & fruit,England,East,Exports (000's),2018,Q3,41803
0 - Food & live animals,05 - Vegetables & fruit,England,East,Exports (000's),2018,Q4,58480
0 - Food & live animals,05 - Vegetables & fruit,England,London,Exports (000's),2018,Q1,58342
0 - Food & live animals,05 - Vegetables & fruit,England,London,Exports (000's),2018,Q2,61451
0 - Food & live animals,05 - Vegetables & fruit,England,London,Exports (000's),2018,Q3,57584
0 - Food & live animals,05 - Vegetables & fruit,England,London,Exports (000's),2018,Q4,69027
0 - Food & live animals,05 - Vegetables & fruit,England,South East,Exports (000's),2018,Q1,40335
0 - Food & live animals,05 - Vegetables & fruit,England,South East,Exports (000's),2018,Q2,42574
0 - Food & live animals,05 - Vegetables & fruit,England,South East,Exports (000's),2018,Q3,40212
0 - Food & live animals,05 - Vegetables & fruit,England,South East,Exports (000's),2018,Q4,43947
0 - Food & live animals,05 - Vegetables & fruit,England,South West,Exports (000's),2018,Q1,7534
0 - Food & live animals,05 - Vegetables & fruit,England,South West,Exports (000's),2018,Q2,8366
0 - Food & live animals,05 - Vegetables & fruit,England,South West,Exports (000's),2018,Q3,7733
0 - Food & live animals,05 - Vegetables & fruit,England,South West,Exports (000's),2018,Q4,8464
0 - Food & live animals,05 - Vegetables & fruit,Wales,Wales,Exports (000's),2018,Q1,3873
0 - Food & live animals,05 - Vegetables & fruit,Wales,Wales,Exports (000's),2018,Q2,4156
0 - Food & live animals,05 - Vegetables & fruit,Wales,Wales,Exports (000's),2018,Q3,3836
0 - Food & live animals,05 - Vegetables & fruit,Wales,Wales,Exports (000's),2018,Q4,4049
0 - Food & live animals,05 - Vegetables & fruit,Scotland,Scotland,Exports (000's),2018,Q1,15239
0 - Food & live animals,05 - Vegetables & fruit,Scotland,Scotland,Exports (000's),2018,Q2,13128
0 - Food & live animals,05 - Vegetables & fruit,Scotland,Scotland,Exports (000's),2018,Q3,9206
0 - Food & live animals,05 - Vegetables & fruit,Scotland,Scotland,Exports (000's),2018,Q4,29777
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,North East,Exports (000's),2018,Q1,1986
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,North East,Exports (000's),2018,Q2,1843
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,North East,Exports (000's),2018,Q3,1738
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,North East,Exports (000's),2018,Q4,1839
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,North West,Exports (000's),2018,Q1,12469
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,North West,Exports (000's),2018,Q2,11852
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,North West,Exports (000's),2018,Q3,12997
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,North West,Exports (000's),2018,Q4,12987
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,Yorkshire and The Humber,Exports (000's),2018,Q1,14921
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,Yorkshire and The Humber,Exports (000's),2018,Q2,16711
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,Yorkshire and The Humber,Exports (000's),2018,Q3,17484
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,Yorkshire and The Humber,Exports (000's),2018,Q4,16092
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,East Midlands,Exports (000's),2018,Q1,9880
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,East Midlands,Exports (000's),2018,Q2,10407
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,East Midlands,Exports (000's),2018,Q3,11134
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,East Midlands,Exports (000's),2018,Q4,10377
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,West Midlands,Exports (000's),2018,Q1,4586
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,West Midlands,Exports (000's),2018,Q2,5574
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,West Midlands,Exports (000's),2018,Q3,4635
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,West Midlands,Exports (000's),2018,Q4,5421
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,East,Exports (000's),2018,Q1,16972
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,East,Exports (000's),2018,Q2,20671
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,East,Exports (000's),2018,Q3,17680
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,East,Exports (000's),2018,Q4,14406
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,London,Exports (000's),2018,Q1,14243
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,London,Exports (000's),2018,Q2,16063
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,London,Exports (000's),2018,Q3,14963
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,London,Exports (000's),2018,Q4,15915
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,South East,Exports (000's),2018,Q1,6332
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,South East,Exports (000's),2018,Q2,7280
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,South East,Exports (000's),2018,Q3,7636
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,South East,Exports (000's),2018,Q4,8150
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,South West,Exports (000's),2018,Q1,4583
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,South West,Exports (000's),2018,Q2,3584
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,South West,Exports (000's),2018,Q3,3481
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",England,South West,Exports (000's),2018,Q4,3289
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",Wales,Wales,Exports (000's),2018,Q1,2365
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",Wales,Wales,Exports (000's),2018,Q2,2248
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",Wales,Wales,Exports (000's),2018,Q3,2090
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",Wales,Wales,Exports (000's),2018,Q4,1812
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",Scotland,Scotland,Exports (000's),2018,Q1,3610
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",Scotland,Scotland,Exports (000's),2018,Q2,4318
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",Scotland,Scotland,Exports (000's),2018,Q3,4435
0 - Food & live animals,"06 - Sugar, sugar preparations & honey",Scotland,Scotland,Exports (000's),2018,Q4,5412
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,North East,Exports (000's),2018,Q1,19830
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,North East,Exports (000's),2018,Q2,18567
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,North East,Exports (000's),2018,Q3,18020
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,North East,Exports (000's),2018,Q4,20924
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,North West,Exports (000's),2018,Q1,17207
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,North West,Exports (000's),2018,Q2,17176
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,North West,Exports (000's),2018,Q3,20431
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,North West,Exports (000's),2018,Q4,22542
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,Yorkshire and The Humber,Exports (000's),2018,Q1,50905
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,Yorkshire and The Humber,Exports (000's),2018,Q2,47707
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,Yorkshire and The Humber,Exports (000's),2018,Q3,50440
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,Yorkshire and The Humber,Exports (000's),2018,Q4,52849
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,East Midlands,Exports (000's),2018,Q1,33428
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,East Midlands,Exports (000's),2018,Q2,30344
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,East Midlands,Exports (000's),2018,Q3,34222
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,East Midlands,Exports (000's),2018,Q4,33707
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,West Midlands,Exports (000's),2018,Q1,13105
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,West Midlands,Exports (000's),2018,Q2,13502
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,West Midlands,Exports (000's),2018,Q3,14250
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,West Midlands,Exports (000's),2018,Q4,14270
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,East,Exports (000's),2018,Q1,43428
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,East,Exports (000's),2018,Q2,33187
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,East,Exports (000's),2018,Q3,40020
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,East,Exports (000's),2018,Q4,43538
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,London,Exports (000's),2018,Q1,32107
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,London,Exports (000's),2018,Q2,30698
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,London,Exports (000's),2018,Q3,36259
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,London,Exports (000's),2018,Q4,41950
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,South East,Exports (000's),2018,Q1,40547
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,South East,Exports (000's),2018,Q2,40646
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,South East,Exports (000's),2018,Q3,46237
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,South East,Exports (000's),2018,Q4,49963
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,South West,Exports (000's),2018,Q1,12346
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,South West,Exports (000's),2018,Q2,10470
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,South West,Exports (000's),2018,Q3,12153
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",England,South West,Exports (000's),2018,Q4,15722
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",Wales,Wales,Exports (000's),2018,Q1,3043
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",Wales,Wales,Exports (000's),2018,Q2,2558
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",Wales,Wales,Exports (000's),2018,Q3,2909
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",Wales,Wales,Exports (000's),2018,Q4,3114
