industry,itl2,employment
031 : Fishing,G2ShropshireandStaffordshir,11.25
031 : Fishing,F1DerbyshireandNottinghamsh,12.5
031 : Fishing,E4WestYorkshire,13.125
031 : Fishing,C1TeesValleyandDurham,13.125
031 : Fishing,D7Merseyside,14.375
031 : Fishing,L2EastWales,17.5
031 : Fishing,I3InnerLondonWest,18.125
031 : Fishing,F2LeicestershireRutlandand,18.75
031 : Fishing,J1BerkshireBuckinghamshire,18.75
031 : Fishing,D3GreaterManchester,20.625
031 : Fishing,I5OuterLondonEastandNor,20.625
031 : Fishing,I4InnerLondonEast,23.75
031 : Fishing,D1Cumbria,29.375
031 : Fishing,F3Lincolnshire,33.75
031 : Fishing,D4Lancashire,46.875
031 : Fishing,M8WestCentralScotland,50.625
031 : Fishing,C2NorthumberlandandTyneand,55.625
031 : Fishing,K2DorsetandSomerset,58.75
031 : Fishing,J4Kent,68.75
031 : Fishing,J3HampshireandIsleofWight,68.75
031 : Fishing,H3Essex,86.875
031 : Fishing,E2NorthYorkshire,108.75
031 : Fishing,M7EasternScotland,121.875
031 : Fishing,M9SouthernScotland,131.25
031 : Fishing,L1WestWales,150
031 : Fishing,H1EastAnglia,161.875
031 : Fishing,J2SurreyEastandWestSusse,165
031 : Fishing,K3CornwallandIslesofScill,190.625
031 : Fishing,E1EastYorkshireandNorthern,248.125
031 : Fishing,K4Devon,271.875
031 : Fishing,M6HighlandsandIslands,1412.5
031 : Fishing,M5NorthEasternScotland,1456.25
032 : Aquaculture,C1TeesValleyandDurham,0
032 : Aquaculture,I5OuterLondonEastandNor,1.875
032 : Aquaculture,E3SouthYorkshire,3.125
032 : Aquaculture,I6OuterLondonSouth,3.125
032 : Aquaculture,I4InnerLondonEast,4.375
032 : Aquaculture,I7OuterLondonWestandNor,5
032 : Aquaculture,D3GreaterManchester,6.25
032 : Aquaculture,D7Merseyside,8.125
032 : Aquaculture,L2EastWales,8.125
032 : Aquaculture,F3Lincolnshire,8.75
032 : Aquaculture,G1HerefordshireWorcestershi,9.375
032 : Aquaculture,D4Lancashire,10.625
032 : Aquaculture,I3InnerLondonWest,10.625
032 : Aquaculture,D6Cheshire,10.625
032 : Aquaculture,G3WestMidlands,11.25
032 : Aquaculture,E4WestYorkshire,11.875
032 : Aquaculture,F1DerbyshireandNottinghamsh,14.375
032 : Aquaculture,M5NorthEasternScotland,15.625
032 : Aquaculture,J1BerkshireBuckinghamshire,18.125
032 : Aquaculture,H1EastAnglia,23.75
032 : Aquaculture,H2BedfordshireandHertfordsh,24.375
032 : Aquaculture,K3CornwallandIslesofScill,25.625
032 : Aquaculture,G2ShropshireandStaffordshir,26.875
032 : Aquaculture,E1EastYorkshireandNorthern,26.875
032 : Aquaculture,C2NorthumberlandandTyneand,26.875
032 : Aquaculture,D1Cumbria,31.875
032 : Aquaculture,F2LeicestershireRutlandand,36.25
032 : Aquaculture,K4Devon,40.625
032 : Aquaculture,K2DorsetandSomerset,41.25
032 : Aquaculture,J2SurreyEastandWestSusse,45.625
032 : Aquaculture,M8WestCentralScotland,45.625
032 : Aquaculture,M9SouthernScotland,47.5
032 : Aquaculture,E2NorthYorkshire,51.875
032 : Aquaculture,J4Kent,71.875
032 : Aquaculture,L1WestWales,73.75
032 : Aquaculture,K1GloucestershireWiltshire,78.125
032 : Aquaculture,H3Essex,78.75
032 : Aquaculture,J3HampshireandIsleofWight,104.375
032 : Aquaculture,M7EasternScotland,215.625
032 : Aquaculture,M6HighlandsandIslands,2000
051 : Mining of hard coal,M6HighlandsandIslands,0
051 : Mining of hard coal,H3Essex,0
051 : Mining of hard coal,K3CornwallandIslesofScill,0
051 : Mining of hard coal,K1GloucestershireWiltshire,0
051 : Mining of hard coal,M8WestCentralScotland,0
051 : Mining of hard coal,G2ShropshireandStaffordshir,0
051 : Mining of hard coal,I5OuterLondonEastandNor,0
051 : Mining of hard coal,I3InnerLondonWest,0
051 : Mining of hard coal,J4Kent,0
051 : Mining of hard coal,F2LeicestershireRutlandand,0
051 : Mining of hard coal,J3HampshireandIsleofWight,0
051 : Mining of hard coal,F3Lincolnshire,0
051 : Mining of hard coal,D3GreaterManchester,0
051 : Mining of hard coal,D4Lancashire,0
051 : Mining of hard coal,H1EastAnglia,0
051 : Mining of hard coal,I6OuterLondonSouth,0
051 : Mining of hard coal,L2EastWales,0
051 : Mining of hard coal,K2DorsetandSomerset,0
051 : Mining of hard coal,J1BerkshireBuckinghamshire,0
051 : Mining of hard coal,I4InnerLondonEast,0
051 : Mining of hard coal,J2SurreyEastandWestSusse,0
051 : Mining of hard coal,E1EastYorkshireandNorthern,0
051 : Mining of hard coal,I7OuterLondonWestandNor,0
051 : Mining of hard coal,K4Devon,0
051 : Mining of hard coal,H2BedfordshireandHertfordsh,0
051 : Mining of hard coal,D7Merseyside,0
051 : Mining of hard coal,G3WestMidlands,0
051 : Mining of hard coal,M5NorthEasternScotland,0
051 : Mining of hard coal,E4WestYorkshire,1.25
051 : Mining of hard coal,G1HerefordshireWorcestershi,2.5
051 : Mining of hard coal,D1Cumbria,5
051 : Mining of hard coal,D6Cheshire,6.25
051 : Mining of hard coal,M7EasternScotland,18.75
051 : Mining of hard coal,F1DerbyshireandNottinghamsh,19.375
051 : Mining of hard coal,E2NorthYorkshire,50
051 : Mining of hard coal,E3SouthYorkshire,62.5
051 : Mining of hard coal,C1TeesValleyandDurham,112.5
051 : Mining of hard coal,C2NorthumberlandandTyneand,131.25
051 : Mining of hard coal,M9SouthernScotland,237.5
051 : Mining of hard coal,L1WestWales,537.5
052 : Mining of lignite,E4WestYorkshire,0
052 : Mining of lignite,G3WestMidlands,0
052 : Mining of lignite,J3HampshireandIsleofWight,0
052 : Mining of lignite,H2BedfordshireandHertfordsh,0
052 : Mining of lignite,H1EastAnglia,0
052 : Mining of lignite,D4Lancashire,0
052 : Mining of lignite,E1EastYorkshireandNorthern,0
052 : Mining of lignite,J2SurreyEastandWestSusse,0
052 : Mining of lignite,I7OuterLondonWestandNor,0
052 : Mining of lignite,M8WestCentralScotland,0
052 : Mining of lignite,H3Essex,0
052 : Mining of lignite,I3InnerLondonWest,0
052 : Mining of lignite,I4InnerLondonEast,0
052 : Mining of lignite,L1WestWales,0
052 : Mining of lignite,I6OuterLondonSouth,0
052 : Mining of lignite,M9SouthernScotland,0
052 : Mining of lignite,J4Kent,0
052 : Mining of lignite,F2LeicestershireRutlandand,0
052 : Mining of lignite,G2ShropshireandStaffordshir,0
052 : Mining of lignite,I5OuterLondonEastandNor,0
052 : Mining of lignite,K3CornwallandIslesofScill,0
052 : Mining of lignite,M5NorthEasternScotland,0
052 : Mining of lignite,D1Cumbria,0
052 : Mining of lignite,C1TeesValleyandDurham,0
052 : Mining of lignite,C2NorthumberlandandTyneand,0
052 : Mining of lignite,F1DerbyshireandNottinghamsh,0
052 : Mining of lignite,E3SouthYorkshire,0
052 : Mining of lignite,K4Devon,0
052 : Mining of lignite,G1HerefordshireWorcestershi,0
052 : Mining of lignite,M6HighlandsandIslands,0
052 : Mining of lignite,D6Cheshire,0
052 : Mining of lignite,F3Lincolnshire,0
052 : Mining of lignite,K1GloucestershireWiltshire,0
052 : Mining of lignite,L2EastWales,0
052 : Mining of lignite,M7EasternScotland,0
052 : Mining of lignite,E2NorthYorkshire,0
052 : Mining of lignite,J1BerkshireBuckinghamshire,0
052 : Mining of lignite,D7Merseyside,0
052 : Mining of lignite,K2DorsetandSomerset,0
052 : Mining of lignite,D3GreaterManchester,0
061 : Extraction of crude petroleum,D3GreaterManchester,0
061 : Extraction of crude petroleum,G3WestMidlands,0
061 : Extraction of crude petroleum,I6OuterLondonSouth,0
061 : Extraction of crude petroleum,C2NorthumberlandandTyneand,0
061 : Extraction of crude petroleum,D7Merseyside,0
061 : Extraction of crude petroleum,M8WestCentralScotland,0
061 : Extraction of crude petroleum,I5OuterLondonEastandNor,0
061 : Extraction of crude petroleum,K1GloucestershireWiltshire,0
061 : Extraction of crude petroleum,G2ShropshireandStaffordshir,0
061 : Extraction of crude petroleum,K3CornwallandIslesofScill,0
061 : Extraction of crude petroleum,D6Cheshire,0
061 : Extraction of crude petroleum,L1WestWales,0
061 : Extraction of crude petroleum,K4Devon,0
061 : Extraction of crude petroleum,F2LeicestershireRutlandand,0
061 : Extraction of crude petroleum,H2BedfordshireandHertfordsh,0
061 : Extraction of crude petroleum,M9SouthernScotland,0
061 : Extraction of crude petroleum,G1HerefordshireWorcestershi,0
061 : Extraction of crude petroleum,E2NorthYorkshire,0
061 : Extraction of crude petroleum,D4Lancashire,0
061 : Extraction of crude petroleum,E3SouthYorkshire,0
061 : Extraction of crude petroleum,H3Essex,1.25
061 : Extraction of crude petroleum,J4Kent,1.25
061 : Extraction of crude petroleum,E4WestYorkshire,5
061 : Extraction of crude petroleum,F1DerbyshireandNottinghamsh,21.25
061 : Extraction of crude petroleum,E1EastYorkshireandNorthern,30
061 : Extraction of crude petroleum,F3Lincolnshire,38.75
061 : Extraction of crude petroleum,L2EastWales,43.75
061 : Extraction of crude petroleum,J3HampshireandIsleofWight,62.5
061 : Extraction of crude petroleum,D1Cumbria,62.5
061 : Extraction of crude petroleum,I4InnerLondonEast,65.625
061 : Extraction of crude petroleum,K2DorsetandSomerset,108.75
061 : Extraction of crude petroleum,M6HighlandsandIslands,143.75
061 : Extraction of crude petroleum,J1BerkshireBuckinghamshire,201.25
061 : Extraction of crude petroleum,M7EasternScotland,212.5
061 : Extraction of crude petroleum,J2SurreyEastandWestSusse,235.625
061 : Extraction of crude petroleum,C1TeesValleyandDurham,243.75
061 : Extraction of crude petroleum,H1EastAnglia,475
061 : Extraction of crude petroleum,I7OuterLondonWestandNor,575
061 : Extraction of crude petroleum,I3InnerLondonWest,1106.25
061 : Extraction of crude petroleum,M5NorthEasternScotland,9250
062 : Extraction of natural gas,I6OuterLondonSouth,0
062 : Extraction of natural gas,G2ShropshireandStaffordshir,0
062 : Extraction of natural gas,L2EastWales,0
062 : Extraction of natural gas,D7Merseyside,0
062 : Extraction of natural gas,D6Cheshire,0
062 : Extraction of natural gas,F2LeicestershireRutlandand,0
062 : Extraction of natural gas,K2DorsetandSomerset,0
062 : Extraction of natural gas,E2NorthYorkshire,0
062 : Extraction of natural gas,K4Devon,0
062 : Extraction of natural gas,K3CornwallandIslesofScill,0
062 : Extraction of natural gas,J3HampshireandIsleofWight,0
062 : Extraction of natural gas,J1BerkshireBuckinghamshire,0
062 : Extraction of natural gas,G3WestMidlands,0
062 : Extraction of natural gas,E4WestYorkshire,0
062 : Extraction of natural gas,L1WestWales,0
062 : Extraction of natural gas,H2BedfordshireandHertfordsh,0
062 : Extraction of natural gas,F3Lincolnshire,0
062 : Extraction of natural gas,K1GloucestershireWiltshire,0
062 : Extraction of natural gas,I5OuterLondonEastandNor,0
062 : Extraction of natural gas,M8WestCentralScotland,1.25
062 : Extraction of natural gas,M9SouthernScotland,1.25
062 : Extraction of natural gas,D1Cumbria,1.25
062 : Extraction of natural gas,J2SurreyEastandWestSusse,1.25
062 : Extraction of natural gas,E3SouthYorkshire,1.875
062 : Extraction of natural gas,H3Essex,2.5
062 : Extraction of natural gas,D3GreaterManchester,2.5
062 : Extraction of natural gas,H1EastAnglia,3.75
062 : Extraction of natural gas,I4InnerLondonEast,3.75
062 : Extraction of natural gas,J4Kent,3.75
062 : Extraction of natural gas,M6HighlandsandIslands,4.375
062 : Extraction of natural gas,C1TeesValleyandDurham,5.625
062 : Extraction of natural gas,G1HerefordshireWorcestershi,6.25
062 : Extraction of natural gas,C2NorthumberlandandTyneand,8.75
062 : Extraction of natural gas,M7EasternScotland,9.375
062 : Extraction of natural gas,I7OuterLondonWestandNor,15.625
062 : Extraction of natural gas,F1DerbyshireandNottinghamsh,16.875
062 : Extraction of natural gas,I3InnerLondonWest,36.25
062 : Extraction of natural gas,M5NorthEasternScotland,90
062 : Extraction of natural gas,D4Lancashire,111.25
062 : Extraction of natural gas,E1EastYorkshireandNorthern,118.75
071 : Mining of iron ores,D3GreaterManchester,0
071 : Mining of iron ores,F3Lincolnshire,0
071 : Mining of iron ores,I3InnerLondonWest,0
071 : Mining of iron ores,E2NorthYorkshire,0
071 : Mining of iron ores,D4Lancashire,0
071 : Mining of iron ores,M8WestCentralScotland,0
071 : Mining of iron ores,H1EastAnglia,0
071 : Mining of iron ores,H3Essex,0
071 : Mining of iron ores,K1GloucestershireWiltshire,0
071 : Mining of iron ores,H2BedfordshireandHertfordsh,0
071 : Mining of iron ores,J2SurreyEastandWestSusse,0
071 : Mining of iron ores,J4Kent,0
071 : Mining of iron ores,C1TeesValleyandDurham,0
071 : Mining of iron ores,K3CornwallandIslesofScill,0
071 : Mining of iron ores,F2LeicestershireRutlandand,0
071 : Mining of iron ores,C2NorthumberlandandTyneand,0
071 : Mining of iron ores,D1Cumbria,0
071 : Mining of iron ores,M5NorthEasternScotland,0
071 : Mining of iron ores,G2ShropshireandStaffordshir,0
071 : Mining of iron ores,L2EastWales,0
071 : Mining of iron ores,G3WestMidlands,0
071 : Mining of iron ores,I5OuterLondonEastandNor,0
071 : Mining of iron ores,M6HighlandsandIslands,0
071 : Mining of iron ores,D6Cheshire,0
071 : Mining of iron ores,I6OuterLondonSouth,0
071 : Mining of iron ores,M9SouthernScotland,0
071 : Mining of iron ores,I4InnerLondonEast,0
071 : Mining of iron ores,I7OuterLondonWestandNor,0
071 : Mining of iron ores,J3HampshireandIsleofWight,0
071 : Mining of iron ores,K4Devon,0
071 : Mining of iron ores,D7Merseyside,0
071 : Mining of iron ores,E4WestYorkshire,0
071 : Mining of iron ores,F1DerbyshireandNottinghamsh,0
071 : Mining of iron ores,J1BerkshireBuckinghamshire,0
071 : Mining of iron ores,K2DorsetandSomerset,0
071 : Mining of iron ores,G1HerefordshireWorcestershi,0
071 : Mining of iron ores,E3SouthYorkshire,0
071 : Mining of iron ores,L1WestWales,0
071 : Mining of iron ores,E1EastYorkshireandNorthern,0
071 : Mining of iron ores,M7EasternScotland,0
072 : Mining of non-ferrous metal ores,G2ShropshireandStaffordshir,0
072 : Mining of non-ferrous metal ores,F3Lincolnshire,0
072 : Mining of non-ferrous metal ores,H2BedfordshireandHertfordsh,0
072 : Mining of non-ferrous metal ores,E1EastYorkshireandNorthern,0
072 : Mining of non-ferrous metal ores,E4WestYorkshire,0
072 : Mining of non-ferrous metal ores,J3HampshireandIsleofWight,0
072 : Mining of non-ferrous metal ores,E2NorthYorkshire,0
072 : Mining of non-ferrous metal ores,C2NorthumberlandandTyneand,0
072 : Mining of non-ferrous metal ores,M7EasternScotland,0
072 : Mining of non-ferrous metal ores,G1HerefordshireWorcestershi,0
072 : Mining of non-ferrous metal ores,M9SouthernScotland,0
072 : Mining of non-ferrous metal ores,D7Merseyside,0
072 : Mining of non-ferrous metal ores,J4Kent,0
072 : Mining of non-ferrous metal ores,E3SouthYorkshire,0
072 : Mining of non-ferrous metal ores,K4Devon,0
072 : Mining of non-ferrous metal ores,M8WestCentralScotland,0
072 : Mining of non-ferrous metal ores,H1EastAnglia,0
072 : Mining of non-ferrous metal ores,I4InnerLondonEast,0
072 : Mining of non-ferrous metal ores,D4Lancashire,0
072 : Mining of non-ferrous metal ores,G3WestMidlands,0
072 : Mining of non-ferrous metal ores,M5NorthEasternScotland,0
072 : Mining of non-ferrous metal ores,K1GloucestershireWiltshire,0
072 : Mining of non-ferrous metal ores,M6HighlandsandIslands,0
072 : Mining of non-ferrous metal ores,D3GreaterManchester,0
072 : Mining of non-ferrous metal ores,L1WestWales,0
